Number,Item_Number,Item,Scale,Authors,Source of Rating,Primer,Factor,Remember_total,ARI_Study1_Avg_Remember%,FYP_Likert_Avg_Remember%,FYP_Binary_Avg_Remember%,"Hansbrough et al., 2015 Table 1 & 5",ARI_360_Manager_Remember%,ARI_Self_report_Remember%,Response Scale Format,Variable,Pos_Neg,AC_Binary,AC_Binary_Note,PS,PS_Note,Low_EV,High_EV,Starts_I,I_or_Me
491,12,My manager tells subordinates they are incompetent ,Toxic Leadership,,Follower,,,0.39,0.31,0.48,0.38,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Concrete,,3,,TRUE,FALSE,FALSE,FALSE
492,13,My manager has explosive outbursts,Toxic Leadership,,Follower,,,0.383333333,0.39,0.41,0.35,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Concrete,,3,,FALSE,FALSE,FALSE,FALSE
493,14,My manager allows his/her current mood to define the climate of the workplace,Toxic Leadership,,Follower,,,0.43,0.43,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,FALSE,FALSE,FALSE
494,15,My manager expresses anger at subordinates for unknown reasons,Toxic Leadership,,Follower,,,0.386666667,0.39,0.41,0.36,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,TRUE,FALSE,FALSE,FALSE
495,16,My manager allows his/her mood to affect his/her vocal tone and volume ,Toxic Leadership,,Follower,,,0.45,0.45,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,FALSE,FALSE,FALSE
496,17,My manager varies in his/her degree of approachability,Toxic Leadership,,Follower,,,0.51,0.51,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,FALSE,FALSE,FALSE,FALSE
497,18,My manager causes subordinates to try to read his/her mood,Toxic Leadership,,Follower,,,0.39,0.39,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,FALSE,FALSE,FALSE,FALSE
498,19,My manager affects the emotions of subordinates when impassioned ,Toxic Leadership,,Follower,,,0.39,0.39,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,FALSE,FALSE,FALSE,FALSE
499,20,My manager has a sense of personal entitlement ,Toxic Leadership,,Follower,,,0.31,0.31,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,FALSE,FALSE,FALSE
500,21,My manager assumes that he/she is destined to enter the highest ranks of my organization  ,Toxic Leadership,,Follower,,,0.22,0.22,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,FALSE,FALSE,FALSE
501,22,My manager thinks that he/she is more capable than others ,Toxic Leadership,,Follower,,,0.32,0.32,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,TRUE,FALSE,FALSE
502,23,My manager believes that he/she is an extraordinary person ,Toxic Leadership,,Follower,,,0.25,0.25,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,TRUE,FALSE,FALSE
503,24,My manager thrives on compliments and personal accolades ,Toxic Leadership,,Follower,,,0.29,0.29,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,TRUE,FALSE,FALSE
504,25,My manager controls how subordinates complete their tasks,Toxic Leadership,,Follower,,,0.59,0.59,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Concrete,,3,,FALSE,FALSE,FALSE,FALSE
505,26,My manager invades the privacy of subordinates ,Toxic Leadership,,Follower,,,0.41,0.41,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Concrete,,3,,FALSE,FALSE,FALSE,FALSE
506,27,My manager does not permit subordinates to approach goals in new ways,Toxic Leadership,,Follower,,,0.48,0.48,0.48,0.48,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,FALSE,TRUE,FALSE,FALSE
507,28,My manager will ignore ideas that are contrary to his/her own,Toxic Leadership,,Follower,,,0.59,0.59,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,3,,FALSE,TRUE,FALSE,FALSE
508,29,My manager is inflexible when it comes to organizational policies even in special circumstances  ,Toxic Leadership,,Follower,,,0.58,0.58,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Abstract ,,2,,FALSE,TRUE,FALSE,FALSE
509,30,My manager determines all decisions in the unit whether they are important or not       ,Toxic Leadership,,Follower,,,0.53,0.53,,,,,,"1 - Strongly Disagree; 2 - Disagree; 3 -
  Slightly Disagree; 4 - Slightly Agree; 5 - Agree; 6 - Strongly Agree",Predictor,Negative,Concrete,,3,,FALSE,FALSE,FALSE,FALSE
510,1,My manager solicits feedback for improving his/her dealings with others,Authentic Leadership,"Neider & Schriesheim, 2011",Follower,,,0.535,,0.51,0.56,,,,"0 - Not at all; 1 -
  Once in a while; 2 - Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
511,2,My manager clearly states what he/she means,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
512,3,My manager shows consistency between his/her beliefs and actions,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
513,4,My manager asks for ideas that challenge his/her core beliefs,Authentic Leadership,,Follower,,,0.41,,0.43,0.39,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
514,5,My manager describes accurately that way that others view his/her abilities,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
515,6,My manager admits mistakes when they occur,Authentic Leadership,,Follower,,,0.665,,0.57,0.76,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
516,7,My manager uses his/her core beliefs to make decisions,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
517,8,My manager carefully listens to alternative perspectives before reaching a conclusion,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
518,9,My manager shows that he/she understands his/her strengths and weaknesses,Authentic Leadership,,Follower,,,0.425,,0.41,0.44,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
519,10,My manager openly shares information with others ,Authentic Leadership,,Follower,,,0.425,,0.4,0.45,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
520,11,My manager resists pressure on him/her to do things contrary to his/her beliefs,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
521,12,My manager objectively analyzes relevant data before making a decision ,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
522,13,My manager is clearly aware of the impact he/she has on others,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
523,14,My manager expresses his/her ideas and thoughts clearly to others,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
524,15,My manager is guided in her/her actions by internal moral standards,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Abstract ,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
525,16,My manager encourages others to voice opposing points of view ,Authentic Leadership,,Follower,,,,,,,,,,"0 - Not at all; 1 - Once in a while; 2 -
  Sometimes; 3 - Fairly often; 4 - Frequently,
    if not always",Predictor,Positive,Concrete,,Incomplete,,Incomplete,Incomplete,FALSE,FALSE
526,1,As a leader I say exactly what I mean,Authentic Leadership,"Avolio, Gardner, & Walumbwa, 2007",Leader,,,,,,,,,,,,,,,,,,,,
527,2,As a leader I admit mistakes when they are made,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
528,3,As a leader I encourage everyone to speak their mind,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
529,4,As a leader I tell you the hard truth,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
530,5,As a leader I display emotions exactly in line with feelings,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
531,6,As a leader I demonstrate beliefs that are consistent with actions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
532,7,As a leader I make decisions based on my core values,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
533,8,As a leader I ask you to take positions that support your core values,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
534,9,As a leader I make difficult decisions based on high standards of ethical conduct,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
535,10,As a leader I solicit views that challenge my deeply held positions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
536,11,As a leader I analyze relevant data before coming to a decision,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
537,12,As a leader I listen carefully to different points of view before coming to conclusions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
538,13,As a leader I seek feedback to improve interactions with others,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
539,14,As a leader I accurately describe how others view my capabilities,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
540,15,As a leader I know when it is time to reevaluate my position on important issues,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
541,16,As a leader I show I understand how specific actions impact others,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
542,17,My Leader says exactly what he or she means,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
543,18,My Leader admits mistakes when they are made,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
544,19,My Leader encourages everyone to speak their mind,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
545,20,My Leader tells you the hard truth,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
546,21,My Leader displays emotions exactly in line with feelings,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
547,22,My Leader demonstrates beliefs that are consistent with actions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
548,23,My Leader makes decisions based on his or her core values,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
549,24,My Leader asks you to take positions that support your core values,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
550,25,My Leader makes difficult decisions based on high standards of ethical conduct,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
551,26,My Leader solicits views that challenge his or her deeply held positions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
552,27,My Leader analyzes relevant data before coming to a decision,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
553,28,My Leader listens carefully to different points of view before coming to conclusions,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
554,29,My Leader seeks feedback to improve interactions with others,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
555,30,My Leader accurately describes how others view his or her capabilities,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
556,31,My Leader knows when it is time to reevaluate his or her positions on important issues,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
557,32,My Leader shows he or she understands how specific actions impact others,Authentic Leadership,,Leader,,,,,,,,,,,,,,,,,,,,
558,1,"My
  manager does personal favors for the group",LBDQ,"Halpin, 1957",Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
559,2,"My manager does little things that make
  it pleasant to be a group member",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Abstract ,,Incomplete,,FALSE,TRUE,FALSE,FALSE
560,3,"My manager is easy to
  understand",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Abstract ,,Incomplete,,FALSE,TRUE,FALSE,FALSE
561,4,"My manager finds time to
  listen to group members",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
562,5,My manager keeps to himself,LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Abstract ,,Incomplete,,FALSE,FALSE,FALSE,FALSE
563,6,"My manager looks out for the
  personal welfare of individual group members",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Abstract ,,Incomplete,,FALSE,FALSE,FALSE,FALSE
564,7,"My manager refuses to explain
  his actions",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Negative,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
565,8,"My manager acts without
  consulting the groupÊ",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Negative,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
566,9,"My manager backs up the
  members in their actions",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
567,10,"My manager treats all group
  member as his/her equals",LBDQ,,Follower,,,,,,,,,,1 - Always; 2 - Often; 3 - Occasionally; 4 - Seldom; 5 - Never,Predictor,Positive,Concrete,,Incomplete,,FALSE,FALSE,FALSE,FALSE
